ID	Phylum	Class
S003715306	Actinobacteria	Actinobacteria
S003614093	Actinobacteria	Actinobacteria
S001611178	Actinobacteria	Actinobacteria
S000014419	Actinobacteria	Actinobacteria
S000015295	Actinobacteria	Actinobacteria
S000022350	Actinobacteria	Actinobacteria
S000129061	Actinobacteria	Actinobacteria
S000352993	Actinobacteria	Actinobacteria
S000352995	Actinobacteria	Actinobacteria
S001350737	Actinobacteria	Actinobacteria
S001350742	Actinobacteria	Actinobacteria
S001350740	Actinobacteria	Actinobacteria
S001611759	Actinobacteria	Actinobacteria
S001885386	Actinobacteria	Actinobacteria
S001885498	Actinobacteria	Actinobacteria
S002034884	Actinobacteria	Actinobacteria
S002034882	Actinobacteria	Actinobacteria
S002165001	Actinobacteria	Actinobacteria
S002967663	Actinobacteria	Actinobacteria
S003279281	Actinobacteria	Actinobacteria
S003279278	Actinobacteria	Actinobacteria
S003278843	Actinobacteria	Actinobacteria
S003806570	Actinobacteria	Actinobacteria
S004233301	Actinobacteria	Actinobacteria
S004233278	Actinobacteria	Actinobacteria
S004233276	Actinobacteria	Actinobacteria
S004473951	Actinobacteria	Actinobacteria
S000013984	Actinobacteria	Actinobacteria
S000996140	Actinobacteria	Actinobacteria
S003613699	Actinobacteria	Actinobacteria
S000968143	Actinobacteria	Actinobacteria
S001875487	Actinobacteria	Actinobacteria
S002957256	Actinobacteria	Actinobacteria
S003299457	Actinobacteria	Actinobacteria
S003299470	Actinobacteria	Actinobacteria
S003749032	Actinobacteria	Actinobacteria
S003942344	Actinobacteria	Actinobacteria
S003713395	Actinobacteria	Actinobacteria
S000011903	Actinobacteria	Actinobacteria
S001329490	Actinobacteria	Actinobacteria
S001329493	Actinobacteria	Actinobacteria
S000127044	Actinobacteria	Actinobacteria
S001098914	Actinobacteria	Actinobacteria
S002446064	Actinobacteria	Actinobacteria
S004216775	Actinobacteria	Actinobacteria
S000543050	Actinobacteria	Actinobacteria
S000543051	Actinobacteria	Actinobacteria
S000543065	Actinobacteria	Actinobacteria
S000543063	Actinobacteria	Actinobacteria
S000539685	Actinobacteria	Actinobacteria
S000000389	Actinobacteria	Actinobacteria
S000007742	Actinobacteria	Actinobacteria
S000014228	Actinobacteria	Actinobacteria
S000120130	Actinobacteria	Actinobacteria
S000260723	Actinobacteria	Actinobacteria
S000260877	Actinobacteria	Actinobacteria
S000366402	Actinobacteria	Actinobacteria
S000413773	Actinobacteria	Actinobacteria
S000503808	Actinobacteria	Actinobacteria
S000614402	Actinobacteria	Actinobacteria
S000965174	Actinobacteria	Actinobacteria
S000967097	Actinobacteria	Actinobacteria
S001095774	Actinobacteria	Actinobacteria
S001154966	Actinobacteria	Actinobacteria
S001153793	Actinobacteria	Actinobacteria
S001170671	Actinobacteria	Actinobacteria
S001240600	Actinobacteria	Actinobacteria
S001794317	Actinobacteria	Actinobacteria
S002032798	Actinobacteria	Actinobacteria
S002032796	Actinobacteria	Actinobacteria
S002150749	Actinobacteria	Actinobacteria
S002157001	Actinobacteria	Actinobacteria
S002226532	Actinobacteria	Actinobacteria
S002290481	Actinobacteria	Actinobacteria
S002957128	Actinobacteria	Actinobacteria
S002989678	Actinobacteria	Actinobacteria
S003287713	Actinobacteria	Actinobacteria
S003314722	Actinobacteria	Actinobacteria
S003658494	Actinobacteria	Actinobacteria
S003711201	Actinobacteria	Actinobacteria
S003717314	Actinobacteria	Actinobacteria
S003750416	Actinobacteria	Actinobacteria
S004006634	Actinobacteria	Actinobacteria
S004052447	Actinobacteria	Actinobacteria
S004062164	Actinobacteria	Actinobacteria
S004064416	Actinobacteria	Actinobacteria
S004065006	Actinobacteria	Actinobacteria
S004065205	Actinobacteria	Actinobacteria
S004065207	Actinobacteria	Actinobacteria
S004066202	Actinobacteria	Actinobacteria
S004066756	Actinobacteria	Actinobacteria
S004067560	Actinobacteria	Actinobacteria
S004067157	Actinobacteria	Actinobacteria
S004068211	Actinobacteria	Actinobacteria
S004068364	Actinobacteria	Actinobacteria
S004071736	Actinobacteria	Actinobacteria
S004083621	Actinobacteria	Actinobacteria
S004092171	Actinobacteria	Actinobacteria
S004442983	Actinobacteria	Actinobacteria
S004443107	Actinobacteria	Actinobacteria
S004443562	Actinobacteria	Actinobacteria
S004443831	Actinobacteria	Actinobacteria
S004445361	Actinobacteria	Actinobacteria
S004459391	Actinobacteria	Actinobacteria
S004461275	Actinobacteria	Actinobacteria
S004461279	Actinobacteria	Actinobacteria
S004461280	Actinobacteria	Actinobacteria
S004462149	Actinobacteria	Actinobacteria
S004462337	Actinobacteria	Actinobacteria
S004462335	Actinobacteria	Actinobacteria
S004532776	Actinobacteria	Actinobacteria
S000544159	Actinobacteria	Actinobacteria
S000640974	Actinobacteria	Actinobacteria
S001169465	Actinobacteria	Actinobacteria
S001239655	Actinobacteria	Actinobacteria
S001264040	Actinobacteria	Actinobacteria
S001293065	Actinobacteria	Actinobacteria
S001573746	Actinobacteria	Actinobacteria
S002444268	Actinobacteria	Actinobacteria
S002965012	Actinobacteria	Actinobacteria
S002962930	Actinobacteria	Actinobacteria
S003721875	Actinobacteria	Actinobacteria
S003806893	Actinobacteria	Actinobacteria
S004055728	Actinobacteria	Actinobacteria
S004092145	Actinobacteria	Actinobacteria
S004454324	Actinobacteria	Actinobacteria
S002038767	Actinobacteria	Actinobacteria
S004536531	Actinobacteria	Actinobacteria
S000003946	Actinobacteria	Actinobacteria
S000006257	Actinobacteria	Actinobacteria
S000008158	Actinobacteria	Actinobacteria
S000014993	Actinobacteria	Actinobacteria
S000021185	Actinobacteria	Actinobacteria
S000128240	Actinobacteria	Actinobacteria
S000325556	Actinobacteria	Actinobacteria
S000351858	Actinobacteria	Actinobacteria
S000387866	Actinobacteria	Actinobacteria
S000390617	Actinobacteria	Actinobacteria
S000399053	Actinobacteria	Actinobacteria
S000429480	Actinobacteria	Actinobacteria
S000429496	Actinobacteria	Actinobacteria
S000429494	Actinobacteria	Actinobacteria
S000429502	Actinobacteria	Actinobacteria
S000433334	Actinobacteria	Actinobacteria
S000436571	Actinobacteria	Actinobacteria
S000441322	Actinobacteria	Actinobacteria
S000441333	Actinobacteria	Actinobacteria
S000484041	Actinobacteria	Actinobacteria
S000484043	Actinobacteria	Actinobacteria
S000485193	Actinobacteria	Actinobacteria
S000496143	Actinobacteria	Actinobacteria
S000529134	Actinobacteria	Actinobacteria
S000514204	Actinobacteria	Actinobacteria
S000535745	Actinobacteria	Actinobacteria
S000535758	Actinobacteria	Actinobacteria
S000543943	Actinobacteria	Actinobacteria
S000653761	Actinobacteria	Actinobacteria
S000711438	Actinobacteria	Actinobacteria
S000870752	Actinobacteria	Actinobacteria
S000925733	Actinobacteria	Actinobacteria
S000925736	Actinobacteria	Actinobacteria
S000966302	Actinobacteria	Actinobacteria
S000964684	Actinobacteria	Actinobacteria
S000978758	Actinobacteria	Actinobacteria
S001019931	Actinobacteria	Actinobacteria
S001019934	Actinobacteria	Actinobacteria
S001045293	Actinobacteria	Actinobacteria
S001264784	Actinobacteria	Actinobacteria
S001573125	Actinobacteria	Actinobacteria
S001573150	Actinobacteria	Actinobacteria
S001573147	Actinobacteria	Actinobacteria
S001573144	Actinobacteria	Actinobacteria
S001574043	Actinobacteria	Actinobacteria
S001575449	Actinobacteria	Actinobacteria
S001575452	Actinobacteria	Actinobacteria
S001875274	Actinobacteria	Actinobacteria
S002156623	Actinobacteria	Actinobacteria
S002156635	Actinobacteria	Actinobacteria
S002167355	Actinobacteria	Actinobacteria
S002167384	Actinobacteria	Actinobacteria
S002167395	Actinobacteria	Actinobacteria
S002305204	Actinobacteria	Actinobacteria
S002353688	Actinobacteria	Actinobacteria
S002355585	Actinobacteria	Actinobacteria
S002446535	Actinobacteria	Actinobacteria
S002448406	Actinobacteria	Actinobacteria
S002915664	Actinobacteria	Actinobacteria
S002915344	Actinobacteria	Actinobacteria
S003260431	Actinobacteria	Actinobacteria
S003315239	Actinobacteria	Actinobacteria
S003613828	Actinobacteria	Actinobacteria
S003614304	Actinobacteria	Actinobacteria
S003614323	Actinobacteria	Actinobacteria
S003618058	Actinobacteria	Actinobacteria
S003618059	Actinobacteria	Actinobacteria
S003745068	Actinobacteria	Actinobacteria
S003750401	Actinobacteria	Actinobacteria
S003918430	Actinobacteria	Actinobacteria
S004052282	Actinobacteria	Actinobacteria
S004063216	Actinobacteria	Actinobacteria
S004065968	Actinobacteria	Actinobacteria
S004065022	Actinobacteria	Actinobacteria
S004067097	Actinobacteria	Actinobacteria
S004068049	Actinobacteria	Actinobacteria
S004070220	Actinobacteria	Actinobacteria
S004071259	Actinobacteria	Actinobacteria
S004071591	Actinobacteria	Actinobacteria
S004217611	Actinobacteria	Actinobacteria
S004220186	Actinobacteria	Actinobacteria
S004229398	Actinobacteria	Actinobacteria
S004229409	Actinobacteria	Actinobacteria
S004232617	Actinobacteria	Actinobacteria
S004254772	Actinobacteria	Actinobacteria
S004444642	Actinobacteria	Actinobacteria
S004450073	Actinobacteria	Actinobacteria
S004450086	Actinobacteria	Actinobacteria
S004458100	Actinobacteria	Actinobacteria
S004460938	Actinobacteria	Actinobacteria
S004460691	Actinobacteria	Actinobacteria
S004476033	Actinobacteria	Actinobacteria
S004476062	Actinobacteria	Actinobacteria
S004504134	Actinobacteria	Actinobacteria
S000017055	Actinobacteria	Actinobacteria
S000528101	Actinobacteria	Actinobacteria
S000528102	Actinobacteria	Actinobacteria
S000893452	Actinobacteria	Actinobacteria
S000980787	Actinobacteria	Actinobacteria
S001328534	Actinobacteria	Actinobacteria
S001416002	Actinobacteria	Actinobacteria
S001744161	Actinobacteria	Actinobacteria
S002226913	Actinobacteria	Actinobacteria
S002958426	Actinobacteria	Actinobacteria
S002964472	Actinobacteria	Actinobacteria
S003261538	Actinobacteria	Actinobacteria
S003298711	Actinobacteria	Actinobacteria
S003751508	Actinobacteria	Actinobacteria
S004045220	Actinobacteria	Actinobacteria
S004066956	Actinobacteria	Actinobacteria
S004066955	Actinobacteria	Actinobacteria
S004091324	Actinobacteria	Actinobacteria
S004222267	Actinobacteria	Actinobacteria
S004252647	Actinobacteria	Actinobacteria
S004458098	Actinobacteria	Actinobacteria
S004447736	Actinobacteria	Actinobacteria
S004477603	Actinobacteria	Actinobacteria
S004491796	Actinobacteria	Actinobacteria
S004497586	Actinobacteria	Actinobacteria
S004534281	Actinobacteria	Actinobacteria
S000398645	Actinobacteria	Actinobacteria
S000011710	Actinobacteria	Actinobacteria
S000011980	Actinobacteria	Actinobacteria
S000023351	Actinobacteria	Actinobacteria
S000117794	Actinobacteria	Actinobacteria
S000267020	Actinobacteria	Actinobacteria
S000266311	Actinobacteria	Actinobacteria
S000269032	Actinobacteria	Actinobacteria
S000372064	Actinobacteria	Actinobacteria
S000388384	Actinobacteria	Actinobacteria
S000390527	Actinobacteria	Actinobacteria
S000390535	Actinobacteria	Actinobacteria
S000390528	Actinobacteria	Actinobacteria
S000390536	Actinobacteria	Actinobacteria
S000394057	Actinobacteria	Actinobacteria
S000398089	Actinobacteria	Actinobacteria
S000441112	Actinobacteria	Actinobacteria
S000534511	Actinobacteria	Actinobacteria
S000544290	Actinobacteria	Actinobacteria
S000564341	Actinobacteria	Actinobacteria
S000622963	Actinobacteria	Actinobacteria
S000721917	Actinobacteria	Actinobacteria
S000721915	Actinobacteria	Actinobacteria
S000768845	Actinobacteria	Actinobacteria
S000860027	Actinobacteria	Actinobacteria
S000860197	Actinobacteria	Actinobacteria
S000966297	Actinobacteria	Actinobacteria
S000981729	Actinobacteria	Actinobacteria
S001096878	Actinobacteria	Actinobacteria
S001097697	Actinobacteria	Actinobacteria
S001098677	Actinobacteria	Actinobacteria
S001575954	Actinobacteria	Actinobacteria
S001612430	Actinobacteria	Actinobacteria
S001612759	Actinobacteria	Actinobacteria
S001612757	Actinobacteria	Actinobacteria
S001910527	Actinobacteria	Actinobacteria
S002035353	Actinobacteria	Actinobacteria
S002305271	Actinobacteria	Actinobacteria
S002407986	Actinobacteria	Actinobacteria
S002446920	Actinobacteria	Actinobacteria
S002949489	Actinobacteria	Actinobacteria
S002949546	Actinobacteria	Actinobacteria
S002949542	Actinobacteria	Actinobacteria
S002949554	Actinobacteria	Actinobacteria
S002949560	Actinobacteria	Actinobacteria
S002956935	Actinobacteria	Actinobacteria
S002967312	Actinobacteria	Actinobacteria
S003259983	Actinobacteria	Actinobacteria
S003285918	Actinobacteria	Actinobacteria
S003312195	Actinobacteria	Actinobacteria
S003618871	Actinobacteria	Actinobacteria
S003719558	Actinobacteria	Actinobacteria
S003746209	Actinobacteria	Actinobacteria
S003804469	Actinobacteria	Actinobacteria
S003925478	Actinobacteria	Actinobacteria
S003929675	Actinobacteria	Actinobacteria
S004048333	Actinobacteria	Actinobacteria
S004091332	Actinobacteria	Actinobacteria
S004448447	Actinobacteria	Actinobacteria
S004454290	Actinobacteria	Actinobacteria
S004454304	Actinobacteria	Actinobacteria
S004455093	Actinobacteria	Actinobacteria
S004455102	Actinobacteria	Actinobacteria
S004476392	Actinobacteria	Actinobacteria
S004477922	Actinobacteria	Actinobacteria
S004476394	Actinobacteria	Actinobacteria
S004488588	Actinobacteria	Actinobacteria
S004533211	Actinobacteria	Actinobacteria
S000001632	Actinobacteria	Actinobacteria
S000002026	Actinobacteria	Actinobacteria
S000002396	Actinobacteria	Actinobacteria
S000015177	Actinobacteria	Actinobacteria
S000334611	Actinobacteria	Actinobacteria
S000387752	Actinobacteria	Actinobacteria
S000389771	Actinobacteria	Actinobacteria
S000395495	Actinobacteria	Actinobacteria
S000415014	Actinobacteria	Actinobacteria
S000431896	Actinobacteria	Actinobacteria
S000444580	Actinobacteria	Actinobacteria
S000467298	Actinobacteria	Actinobacteria
S000503488	Actinobacteria	Actinobacteria
S000541344	Actinobacteria	Actinobacteria
S000541033	Actinobacteria	Actinobacteria
S000592484	Actinobacteria	Actinobacteria
S000593035	Actinobacteria	Actinobacteria
S000593045	Actinobacteria	Actinobacteria
S000593044	Actinobacteria	Actinobacteria
S000618458	Actinobacteria	Actinobacteria
S000629314	Actinobacteria	Actinobacteria
S000691258	Actinobacteria	Actinobacteria
S000728136	Actinobacteria	Actinobacteria
S000752282	Actinobacteria	Actinobacteria
S000775720	Actinobacteria	Actinobacteria
S000776408	Actinobacteria	Actinobacteria
S000776197	Actinobacteria	Actinobacteria
S000843505	Actinobacteria	Actinobacteria
S000843782	Actinobacteria	Actinobacteria
S000859016	Actinobacteria	Actinobacteria
S000858999	Actinobacteria	Actinobacteria
S000858967	Actinobacteria	Actinobacteria
S000892781	Actinobacteria	Actinobacteria
S000893758	Actinobacteria	Actinobacteria
S000893604	Actinobacteria	Actinobacteria
S000965432	Actinobacteria	Actinobacteria
S000967384	Actinobacteria	Actinobacteria
S000980806	Actinobacteria	Actinobacteria
S001020121	Actinobacteria	Actinobacteria
S001046266	Actinobacteria	Actinobacteria
S001152624	Actinobacteria	Actinobacteria
S001155795	Actinobacteria	Actinobacteria
S001187769	Actinobacteria	Actinobacteria
S001612852	Actinobacteria	Actinobacteria
S001794807	Actinobacteria	Actinobacteria
S001796098	Actinobacteria	Actinobacteria
S002157052	Actinobacteria	Actinobacteria
S002223502	Actinobacteria	Actinobacteria
S002230278	Actinobacteria	Actinobacteria
S002235188	Actinobacteria	Actinobacteria
S002350778	Actinobacteria	Actinobacteria
S002353226	Actinobacteria	Actinobacteria
S002441731	Actinobacteria	Actinobacteria
S002448180	Actinobacteria	Actinobacteria
S002449441	Actinobacteria	Actinobacteria
S002908019	Actinobacteria	Actinobacteria
S002908032	Actinobacteria	Actinobacteria
S002915877	Actinobacteria	Actinobacteria
S002915645	Actinobacteria	Actinobacteria
S002918013	Actinobacteria	Actinobacteria
S002951275	Actinobacteria	Actinobacteria
S002962918	Actinobacteria	Actinobacteria
S002967669	Actinobacteria	Actinobacteria
S003280500	Actinobacteria	Actinobacteria
S003286954	Actinobacteria	Actinobacteria
S003285549	Actinobacteria	Actinobacteria
S003288135	Actinobacteria	Actinobacteria
S003299277	Actinobacteria	Actinobacteria
S003303324	Actinobacteria	Actinobacteria
S003312510	Actinobacteria	Actinobacteria
S003312681	Actinobacteria	Actinobacteria
S003313009	Actinobacteria	Actinobacteria
S003312913	Actinobacteria	Actinobacteria
S003615164	Actinobacteria	Actinobacteria
S003616554	Actinobacteria	Actinobacteria
S003617232	Actinobacteria	Actinobacteria
S003711027	Actinobacteria	Actinobacteria
S003714582	Actinobacteria	Actinobacteria
S003720163	Actinobacteria	Actinobacteria
S003721445	Actinobacteria	Actinobacteria
S003751155	Actinobacteria	Actinobacteria
S003756332	Actinobacteria	Actinobacteria
S003756484	Actinobacteria	Actinobacteria
S003789195	Actinobacteria	Actinobacteria
S003808811	Actinobacteria	Actinobacteria
S003925495	Actinobacteria	Actinobacteria
S003929177	Actinobacteria	Actinobacteria
S003942214	Actinobacteria	Actinobacteria
S003941965	Actinobacteria	Actinobacteria
S004052191	Actinobacteria	Actinobacteria
S004054538	Actinobacteria	Actinobacteria
S004055308	Actinobacteria	Actinobacteria
S004071425	Actinobacteria	Actinobacteria
S004069580	Actinobacteria	Actinobacteria
S004081959	Actinobacteria	Actinobacteria
S004084424	Actinobacteria	Actinobacteria
S004084606	Actinobacteria	Actinobacteria
S004090955	Actinobacteria	Actinobacteria
S004092162	Actinobacteria	Actinobacteria
S004213582	Actinobacteria	Actinobacteria
S004220258	Actinobacteria	Actinobacteria
S004232047	Actinobacteria	Actinobacteria
S004233919	Actinobacteria	Actinobacteria
S004234719	Actinobacteria	Actinobacteria
S004252896	Actinobacteria	Actinobacteria
S004264365	Actinobacteria	Actinobacteria
S004450116	Actinobacteria	Actinobacteria
S004450052	Actinobacteria	Actinobacteria
S004450053	Actinobacteria	Actinobacteria
S004453506	Actinobacteria	Actinobacteria
S004461239	Actinobacteria	Actinobacteria
S004499206	Actinobacteria	Actinobacteria
S004506773	Actinobacteria	Actinobacteria
S004504570	Actinobacteria	Actinobacteria
S004507691	Actinobacteria	Actinobacteria
S000019126	Actinobacteria	Actinobacteria
S001417762	Actinobacteria	Actinobacteria
S002228194	Actinobacteria	Actinobacteria
S003284733	Actinobacteria	Actinobacteria
S003616509	Actinobacteria	Actinobacteria
S004052283	Actinobacteria	Actinobacteria
S004076209	Actinobacteria	Actinobacteria
S004076284	Actinobacteria	Actinobacteria
S004457205	Actinobacteria	Actinobacteria
S000639867	Actinobacteria	Actinobacteria
S001014665	Actinobacteria	Actinobacteria
S004507457	Actinobacteria	Actinobacteria
S004537655	Actinobacteria	Actinobacteria
S000404724	Actinobacteria	Actinobacteria
S001188912	Actinobacteria	Actinobacteria
S001263675	Actinobacteria	Actinobacteria
S001575239	Actinobacteria	Actinobacteria
S002908980	Actinobacteria	Actinobacteria
S000902842	Actinobacteria	Actinobacteria
S004462617	Actinobacteria	Actinobacteria
S000843644	Actinobacteria	Actinobacteria
S003287643	Actinobacteria	Actinobacteria
S001872305	Actinobacteria	Actinobacteria
S003784871	Actinobacteria	Actinobacteria
S003305357	Actinobacteria	Actinobacteria
S003641276	Actinobacteria	Actinobacteria
S004457203	Actinobacteria	Actinobacteria
S004509022	Actinobacteria	Actinobacteria
S003925408	Actinobacteria	Actinobacteria
S000024663	Actinobacteria	Actinobacteria
S000024669	Actinobacteria	Actinobacteria
S001154850	Actinobacteria	Actinobacteria
S003286980	Actinobacteria	Actinobacteria
S004454372	Actinobacteria	Actinobacteria
S001156345	Actinobacteria	Actinobacteria
S000941846	Actinobacteria	Actinobacteria
S002229370	Actinobacteria	Actinobacteria
S004499315	Actinobacteria	Actinobacteria
S000004659	Actinobacteria	Actinobacteria
S001352865	Actinobacteria	Actinobacteria
S002291159	Actinobacteria	Actinobacteria
S002445727	Actinobacteria	Actinobacteria
S004479728	Actinobacteria	Actinobacteria
S000387498	Actinobacteria	Actinobacteria
S003287158	Actinobacteria	Actinobacteria
S000634740	Actinobacteria	Actinobacteria
S003258834	Actinobacteria	Actinobacteria
S000613927	Actinobacteria	Actinobacteria
S000146755	Actinobacteria	Actinobacteria
S000323989	Actinobacteria	Actinobacteria
S000648532	Actinobacteria	Actinobacteria
S000735024	Actinobacteria	Actinobacteria
S001098933	Actinobacteria	Actinobacteria
S001169399	Actinobacteria	Actinobacteria
S001243379	Actinobacteria	Actinobacteria
S002033998	Actinobacteria	Actinobacteria
S002409902	Actinobacteria	Actinobacteria
S003299501	Actinobacteria	Actinobacteria
S003719654	Actinobacteria	Actinobacteria
S003812006	Actinobacteria	Actinobacteria
S004217013	Actinobacteria	Actinobacteria
S004449951	Actinobacteria	Actinobacteria
S004494507	Actinobacteria	Actinobacteria
S004504543	Actinobacteria	Actinobacteria
S000843018	Actinobacteria	Actinobacteria
S002911880	Actinobacteria	Actinobacteria
S000001310	Actinobacteria	Actinobacteria
S000131109	Actinobacteria	Actinobacteria
S000129896	Actinobacteria	Actinobacteria
S000330872	Actinobacteria	Actinobacteria
S000335508	Actinobacteria	Actinobacteria
S000504794	Actinobacteria	Actinobacteria
S000651538	Actinobacteria	Actinobacteria
S000843078	Actinobacteria	Actinobacteria
S000843088	Actinobacteria	Actinobacteria
S001272319	Actinobacteria	Actinobacteria
S001874064	Actinobacteria	Actinobacteria
S002233953	Actinobacteria	Actinobacteria
S002304684	Actinobacteria	Actinobacteria
S002355149	Actinobacteria	Actinobacteria
S003284654	Actinobacteria	Actinobacteria
S003284645	Actinobacteria	Actinobacteria
S003809514	Actinobacteria	Actinobacteria
S004076954	Actinobacteria	Actinobacteria
S004490582	Actinobacteria	Actinobacteria
S004499357	Actinobacteria	Actinobacteria
S004536514	Actinobacteria	Actinobacteria
S004534546	Actinobacteria	Actinobacteria
S004051439	Actinobacteria	Actinobacteria
S000129299	Actinobacteria	Actinobacteria
S000843093	Actinobacteria	Actinobacteria
S003722806	Actinobacteria	Actinobacteria
S000843017	Actinobacteria	Actinobacteria
S001291852	Actinobacteria	Actinobacteria
S004474783	Actinobacteria	Actinobacteria
S004501186	Actinobacteria	Actinobacteria
S000440537	Actinobacteria	Actinobacteria
S000646800	Actinobacteria	Actinobacteria
S000712093	Actinobacteria	Actinobacteria
S000712115	Actinobacteria	Actinobacteria
S000805799	Actinobacteria	Actinobacteria
S001244068	Actinobacteria	Actinobacteria
S001351678	Actinobacteria	Actinobacteria
S001416781	Actinobacteria	Actinobacteria
S002166536	Actinobacteria	Actinobacteria
S002443282	Actinobacteria	Actinobacteria
S002914439	Actinobacteria	Actinobacteria
S003280566	Actinobacteria	Actinobacteria
S003612118	Actinobacteria	Actinobacteria
S003808828	Actinobacteria	Actinobacteria
S004053574	Actinobacteria	Actinobacteria
S004082175	Actinobacteria	Actinobacteria
S004087698	Actinobacteria	Actinobacteria
S004220715	Actinobacteria	Actinobacteria
S004252277	Actinobacteria	Actinobacteria
S004449949	Actinobacteria	Actinobacteria
S004458917	Actinobacteria	Actinobacteria
S004497628	Actinobacteria	Actinobacteria
S000391984	Actinobacteria	Actinobacteria
S002965642	Actinobacteria	Actinobacteria
S003299212	Actinobacteria	Actinobacteria
S004532996	Actinobacteria	Actinobacteria
S002289670	Actinobacteria	Actinobacteria
S002226930	Actinobacteria	Actinobacteria
S003616809	Actinobacteria	Actinobacteria
S000135893	Actinobacteria	Actinobacteria
S000804327	Actinobacteria	Actinobacteria
S000006621	Actinobacteria	Actinobacteria
S000334578	Actinobacteria	Actinobacteria
S000381440	Actinobacteria	Actinobacteria
S002915832	Actinobacteria	Actinobacteria
S004234244	Actinobacteria	Actinobacteria
S000691541	Actinobacteria	Actinobacteria
S003789393	Actinobacteria	Actinobacteria
S003789010	Actinobacteria	Actinobacteria
S002907206	Actinobacteria	Actinobacteria
S002949800	Actinobacteria	Actinobacteria
S000942551	Actinobacteria	Actinobacteria
S001264420	Actinobacteria	Actinobacteria
S003286003	Actinobacteria	Actinobacteria
S004499030	Actinobacteria	Actinobacteria
S004530299	Actinobacteria	Actinobacteria
S000843067	Actinobacteria	Actinobacteria
S001331005	Actinobacteria	Actinobacteria
S002441860	Actinobacteria	Actinobacteria
S004215192	Actinobacteria	Actinobacteria
S004228156	Actinobacteria	Actinobacteria
S000020790	Actinobacteria	Actinobacteria
S000624777	Actinobacteria	Actinobacteria
S001743958	Actinobacteria	Actinobacteria
S000728753	Actinobacteria	Actinobacteria
S003748246	Actinobacteria	Actinobacteria
S003805411	Actinobacteria	Actinobacteria
S003744691	Actinobacteria	Actinobacteria
S004499029	Actinobacteria	Actinobacteria
S000503415	Actinobacteria	Actinobacteria
S000858615	Actinobacteria	Actinobacteria
S002231920	Actinobacteria	Actinobacteria
S002228198	Actinobacteria	Actinobacteria
S002226009	Actinobacteria	Actinobacteria
S002964832	Actinobacteria	Actinobacteria
S000388178	Actinobacteria	Actinobacteria
S002221860	Actinobacteria	Actinobacteria
S003929062	Actinobacteria	Actinobacteria
S003941500	Actinobacteria	Actinobacteria
S004481798	Actinobacteria	Actinobacteria
S004505731	Actinobacteria	Actinobacteria
S000351466	Actinobacteria	Actinobacteria
S000640008	Actinobacteria	Actinobacteria
S003789336	Actinobacteria	Actinobacteria
S004490977	Actinobacteria	Actinobacteria
S004537556	Actinobacteria	Actinobacteria
S002304472	Actinobacteria	Actinobacteria
S002912838	Actinobacteria	Actinobacteria
S003303413	Actinobacteria	Actinobacteria
S003303418	Actinobacteria	Actinobacteria
S003748088	Actinobacteria	Actinobacteria
S003748344	Actinobacteria	Actinobacteria
S003748544	Actinobacteria	Actinobacteria
S003752713	Actinobacteria	Actinobacteria
S004214175	Actinobacteria	Actinobacteria
S004509903	Actinobacteria	Actinobacteria
S000392068	Actinobacteria	Actinobacteria
S000752233	Actinobacteria	Actinobacteria
S001199084	Actinobacteria	Actinobacteria
S001573780	Actinobacteria	Actinobacteria
S001613444	Actinobacteria	Actinobacteria
S002445724	Actinobacteria	Actinobacteria
S002913068	Actinobacteria	Actinobacteria
S002917200	Actinobacteria	Actinobacteria
S002971592	Actinobacteria	Actinobacteria
S003258697	Actinobacteria	Actinobacteria
S003287558	Actinobacteria	Actinobacteria
S003298943	Actinobacteria	Actinobacteria
S003715165	Actinobacteria	Actinobacteria
S003722834	Actinobacteria	Actinobacteria
S003927207	Actinobacteria	Actinobacteria
S004089331	Actinobacteria	Actinobacteria
S004126384	Actinobacteria	Actinobacteria
S004220382	Actinobacteria	Actinobacteria
S004231013	Actinobacteria	Actinobacteria
S004254573	Actinobacteria	Actinobacteria
S004449956	Actinobacteria	Actinobacteria
S004460629	Actinobacteria	Actinobacteria
S004492226	Actinobacteria	Actinobacteria
S004492227	Actinobacteria	Actinobacteria
S004492257	Actinobacteria	Actinobacteria
S004492259	Actinobacteria	Actinobacteria
S000616953	Actinobacteria	Actinobacteria
S000843027	Actinobacteria	Actinobacteria
S002038903	Actinobacteria	Actinobacteria
S001795245	Actinobacteria	Actinobacteria
S002351285	Actinobacteria	Actinobacteria
S002351287	Actinobacteria	Actinobacteria
S002351286	Actinobacteria	Actinobacteria
S004089222	Actinobacteria	Actinobacteria
S004453784	Actinobacteria	Actinobacteria
S004490836	Actinobacteria	Actinobacteria
S004499120	Actinobacteria	Actinobacteria
S003305781	Actinobacteria	Actinobacteria
S003746679	Actinobacteria	Actinobacteria
S001151883	Actinobacteria	Actinobacteria
S002444224	Actinobacteria	Actinobacteria
S003303885	Actinobacteria	Actinobacteria
S004432057	Actinobacteria	Actinobacteria
S000639986	Actinobacteria	Actinobacteria
S001589203	Actinobacteria	Actinobacteria
S000009219	Actinobacteria	Actinobacteria
S000431863	Actinobacteria	Actinobacteria
S000843136	Actinobacteria	Actinobacteria
S000942117	Actinobacteria	Actinobacteria
S000941942	Actinobacteria	Actinobacteria
S001098654	Actinobacteria	Actinobacteria
S001572337	Actinobacteria	Actinobacteria
S002226141	Actinobacteria	Actinobacteria
