ID	Phylum	Class
S002156315	Proteobacteria	Alphaproteobacteria
S004533982	Proteobacteria	Alphaproteobacteria
S000925557	Proteobacteria	Alphaproteobacteria
S004534129	Proteobacteria	Alphaproteobacteria
S001162253	Proteobacteria	Alphaproteobacteria
S002967089	Proteobacteria	Alphaproteobacteria
S000487841	Proteobacteria	Alphaproteobacteria
S004234179	Proteobacteria	Alphaproteobacteria
S004234043	Proteobacteria	Alphaproteobacteria
S002157058	Proteobacteria	Alphaproteobacteria
S003921887	Proteobacteria	Alphaproteobacteria
S003941606	Proteobacteria	Alphaproteobacteria
S000870979	Proteobacteria	Alphaproteobacteria
S003454648	Proteobacteria	Alphaproteobacteria
S004078344	Proteobacteria	Alphaproteobacteria
S003258429	Proteobacteria	Alphaproteobacteria
S004481147	Proteobacteria	Alphaproteobacteria
S000496134	Proteobacteria	Alphaproteobacteria
S001187907	Proteobacteria	Alphaproteobacteria
S001199028	Proteobacteria	Alphaproteobacteria
S001320296	Proteobacteria	Alphaproteobacteria
S001338709	Proteobacteria	Alphaproteobacteria
S001572412	Proteobacteria	Alphaproteobacteria
S001572425	Proteobacteria	Alphaproteobacteria
S003084060	Proteobacteria	Alphaproteobacteria
S003225288	Proteobacteria	Alphaproteobacteria
S003283264	Proteobacteria	Alphaproteobacteria
S003291003	Proteobacteria	Alphaproteobacteria
S003716520	Proteobacteria	Alphaproteobacteria
S003744962	Proteobacteria	Alphaproteobacteria
S003745449	Proteobacteria	Alphaproteobacteria
S004534051	Proteobacteria	Alphaproteobacteria
S004534317	Proteobacteria	Alphaproteobacteria
S003276857	Proteobacteria	Alphaproteobacteria
S000266963	Proteobacteria	Alphaproteobacteria
S003610269	Proteobacteria	Alphaproteobacteria
S000140159	Proteobacteria	Alphaproteobacteria
S002967053	Proteobacteria	Alphaproteobacteria
S003719035	Proteobacteria	Alphaproteobacteria
S000446046	Proteobacteria	Alphaproteobacteria
S004508927	Proteobacteria	Alphaproteobacteria
S000404354	Proteobacteria	Alphaproteobacteria
S000804934	Proteobacteria	Alphaproteobacteria
S000357095	Proteobacteria	Alphaproteobacteria
S003618406	Proteobacteria	Alphaproteobacteria
S000387913	Proteobacteria	Alphaproteobacteria
S000434373	Proteobacteria	Alphaproteobacteria
S000503536	Proteobacteria	Alphaproteobacteria
S000653360	Proteobacteria	Alphaproteobacteria
S001874386	Proteobacteria	Alphaproteobacteria
S001874504	Proteobacteria	Alphaproteobacteria
S002153735	Proteobacteria	Alphaproteobacteria
S002447069	Proteobacteria	Alphaproteobacteria
S002444639	Proteobacteria	Alphaproteobacteria
S002958041	Proteobacteria	Alphaproteobacteria
S003811208	Proteobacteria	Alphaproteobacteria
S004213830	Proteobacteria	Alphaproteobacteria
S004220260	Proteobacteria	Alphaproteobacteria
S004532778	Proteobacteria	Alphaproteobacteria
S000734661	Proteobacteria	Alphaproteobacteria
S000903203	Proteobacteria	Alphaproteobacteria
S001168786	Proteobacteria	Alphaproteobacteria
S004087446	Proteobacteria	Alphaproteobacteria
S001098664	Proteobacteria	Alphaproteobacteria
S003276855	Proteobacteria	Alphaproteobacteria
S000372375	Proteobacteria	Alphaproteobacteria
S000486944	Proteobacteria	Alphaproteobacteria
S000486943	Proteobacteria	Alphaproteobacteria
S000721681	Proteobacteria	Alphaproteobacteria
S001047457	Proteobacteria	Alphaproteobacteria
S001188599	Proteobacteria	Alphaproteobacteria
S001744875	Proteobacteria	Alphaproteobacteria
S002410576	Proteobacteria	Alphaproteobacteria
S003278253	Proteobacteria	Alphaproteobacteria
S003314680	Proteobacteria	Alphaproteobacteria
S003750021	Proteobacteria	Alphaproteobacteria
S004216153	Proteobacteria	Alphaproteobacteria
S004216147	Proteobacteria	Alphaproteobacteria
S004217714	Proteobacteria	Alphaproteobacteria
S004220242	Proteobacteria	Alphaproteobacteria
S004217584	Proteobacteria	Alphaproteobacteria
S004531031	Proteobacteria	Alphaproteobacteria
S004531030	Proteobacteria	Alphaproteobacteria
S003263577	Proteobacteria	Alphaproteobacteria
S002410970	Proteobacteria	Alphaproteobacteria
S002446167	Proteobacteria	Alphaproteobacteria
S001094137	Proteobacteria	Alphaproteobacteria
S002411411	Proteobacteria	Alphaproteobacteria
S003640069	Proteobacteria	Alphaproteobacteria
S003919982	Proteobacteria	Alphaproteobacteria
S000398934	Proteobacteria	Alphaproteobacteria
S000368742	Proteobacteria	Alphaproteobacteria
S000368744	Proteobacteria	Alphaproteobacteria
S000722243	Proteobacteria	Alphaproteobacteria
S000394951	Proteobacteria	Alphaproteobacteria
S000399379	Proteobacteria	Alphaproteobacteria
S004063629	Proteobacteria	Alphaproteobacteria
S002408104	Proteobacteria	Alphaproteobacteria
S002418693	Proteobacteria	Alphaproteobacteria
S000437889	Proteobacteria	Alphaproteobacteria
S000440848	Proteobacteria	Alphaproteobacteria
S000575296	Proteobacteria	Alphaproteobacteria
S000617021	Proteobacteria	Alphaproteobacteria
S000639907	Proteobacteria	Alphaproteobacteria
S000636223	Proteobacteria	Alphaproteobacteria
S000622122	Proteobacteria	Alphaproteobacteria
S000892874	Proteobacteria	Alphaproteobacteria
S000964877	Proteobacteria	Alphaproteobacteria
S001169261	Proteobacteria	Alphaproteobacteria
S001417643	Proteobacteria	Alphaproteobacteria
S001418688	Proteobacteria	Alphaproteobacteria
S001550040	Proteobacteria	Alphaproteobacteria
S001612469	Proteobacteria	Alphaproteobacteria
S001745251	Proteobacteria	Alphaproteobacteria
S002228564	Proteobacteria	Alphaproteobacteria
S002234365	Proteobacteria	Alphaproteobacteria
S002908937	Proteobacteria	Alphaproteobacteria
S002908939	Proteobacteria	Alphaproteobacteria
S002951803	Proteobacteria	Alphaproteobacteria
S002963991	Proteobacteria	Alphaproteobacteria
S002988566	Proteobacteria	Alphaproteobacteria
S003262524	Proteobacteria	Alphaproteobacteria
S003715969	Proteobacteria	Alphaproteobacteria
S003801040	Proteobacteria	Alphaproteobacteria
S004052558	Proteobacteria	Alphaproteobacteria
S004080584	Proteobacteria	Alphaproteobacteria
S004088788	Proteobacteria	Alphaproteobacteria
S004084558	Proteobacteria	Alphaproteobacteria
S004219050	Proteobacteria	Alphaproteobacteria
S004450796	Proteobacteria	Alphaproteobacteria
S004457502	Proteobacteria	Alphaproteobacteria
S004474331	Proteobacteria	Alphaproteobacteria
S004492999	Proteobacteria	Alphaproteobacteria
S004504758	Proteobacteria	Alphaproteobacteria
S003298300	Proteobacteria	Alphaproteobacteria
S001169733	Proteobacteria	Alphaproteobacteria
S000382145	Proteobacteria	Alphaproteobacteria
S000514457	Proteobacteria	Alphaproteobacteria
S000661772	Proteobacteria	Alphaproteobacteria
S000728701	Proteobacteria	Alphaproteobacteria
S000902425	Proteobacteria	Alphaproteobacteria
S001549058	Proteobacteria	Alphaproteobacteria
S002409794	Proteobacteria	Alphaproteobacteria
S002409817	Proteobacteria	Alphaproteobacteria
S002409822	Proteobacteria	Alphaproteobacteria
S003287930	Proteobacteria	Alphaproteobacteria
S003287910	Proteobacteria	Alphaproteobacteria
S003287990	Proteobacteria	Alphaproteobacteria
S003288004	Proteobacteria	Alphaproteobacteria
S003287985	Proteobacteria	Alphaproteobacteria
S003288021	Proteobacteria	Alphaproteobacteria
S003288052	Proteobacteria	Alphaproteobacteria
S003919373	Proteobacteria	Alphaproteobacteria
S004009172	Proteobacteria	Alphaproteobacteria
S004226187	Proteobacteria	Alphaproteobacteria
S004506687	Proteobacteria	Alphaproteobacteria
S004537499	Proteobacteria	Alphaproteobacteria
S004537505	Proteobacteria	Alphaproteobacteria
S004537506	Proteobacteria	Alphaproteobacteria
S004537530	Proteobacteria	Alphaproteobacteria
S000012596	Proteobacteria	Alphaproteobacteria
S000413581	Proteobacteria	Alphaproteobacteria
S000893256	Proteobacteria	Alphaproteobacteria
S001743975	Proteobacteria	Alphaproteobacteria
S002290780	Proteobacteria	Alphaproteobacteria
S002288389	Proteobacteria	Alphaproteobacteria
S002289754	Proteobacteria	Alphaproteobacteria
S003880087	Proteobacteria	Alphaproteobacteria
S004045284	Proteobacteria	Alphaproteobacteria
S004056322	Proteobacteria	Alphaproteobacteria
S004090086	Proteobacteria	Alphaproteobacteria
S004506625	Proteobacteria	Alphaproteobacteria
S004480823	Proteobacteria	Alphaproteobacteria
S004531178	Proteobacteria	Alphaproteobacteria
S004087187	Proteobacteria	Alphaproteobacteria
S000858529	Proteobacteria	Alphaproteobacteria
S002156283	Proteobacteria	Alphaproteobacteria
S002157008	Proteobacteria	Alphaproteobacteria
S002914840	Proteobacteria	Alphaproteobacteria
S003276959	Proteobacteria	Alphaproteobacteria
S004458329	Proteobacteria	Alphaproteobacteria
S004473625	Proteobacteria	Alphaproteobacteria
S004487774	Proteobacteria	Alphaproteobacteria
S003749989	Proteobacteria	Alphaproteobacteria
S000394942	Proteobacteria	Alphaproteobacteria
S000473515	Proteobacteria	Alphaproteobacteria
S000891878	Proteobacteria	Alphaproteobacteria
S001417741	Proteobacteria	Alphaproteobacteria
S001550779	Proteobacteria	Alphaproteobacteria
S002410972	Proteobacteria	Alphaproteobacteria
S003288869	Proteobacteria	Alphaproteobacteria
S003610270	Proteobacteria	Alphaproteobacteria
S003756996	Proteobacteria	Alphaproteobacteria
S004475750	Proteobacteria	Alphaproteobacteria
S000648340	Proteobacteria	Alphaproteobacteria
S000824989	Proteobacteria	Alphaproteobacteria
S001019598	Proteobacteria	Alphaproteobacteria
S001047490	Proteobacteria	Alphaproteobacteria
S001047559	Proteobacteria	Alphaproteobacteria
S001242912	Proteobacteria	Alphaproteobacteria
S001242920	Proteobacteria	Alphaproteobacteria
S001242929	Proteobacteria	Alphaproteobacteria
S001242928	Proteobacteria	Alphaproteobacteria
S001550185	Proteobacteria	Alphaproteobacteria
S001743695	Proteobacteria	Alphaproteobacteria
S002153746	Proteobacteria	Alphaproteobacteria
S002153791	Proteobacteria	Alphaproteobacteria
S002352401	Proteobacteria	Alphaproteobacteria
S002444494	Proteobacteria	Alphaproteobacteria
S002447070	Proteobacteria	Alphaproteobacteria
S002966601	Proteobacteria	Alphaproteobacteria
S002988913	Proteobacteria	Alphaproteobacteria
S003284886	Proteobacteria	Alphaproteobacteria
S003287870	Proteobacteria	Alphaproteobacteria
S003287954	Proteobacteria	Alphaproteobacteria
S003301274	Proteobacteria	Alphaproteobacteria
S003609831	Proteobacteria	Alphaproteobacteria
S003755393	Proteobacteria	Alphaproteobacteria
S003755485	Proteobacteria	Alphaproteobacteria
S003755484	Proteobacteria	Alphaproteobacteria
S004064390	Proteobacteria	Alphaproteobacteria
S004084908	Proteobacteria	Alphaproteobacteria
S004216003	Proteobacteria	Alphaproteobacteria
S004220275	Proteobacteria	Alphaproteobacteria
S004492648	Proteobacteria	Alphaproteobacteria
S004497842	Proteobacteria	Alphaproteobacteria
S004497865	Proteobacteria	Alphaproteobacteria
S002351899	Proteobacteria	Alphaproteobacteria
S002965657	Proteobacteria	Alphaproteobacteria
S002965634	Proteobacteria	Alphaproteobacteria
S003718913	Proteobacteria	Alphaproteobacteria
S002222116	Proteobacteria	Alphaproteobacteria
S001155765	Proteobacteria	Alphaproteobacteria
S000653392	Proteobacteria	Alphaproteobacteria
S002166322	Proteobacteria	Alphaproteobacteria
S001574080	Proteobacteria	Alphaproteobacteria
S002442614	Proteobacteria	Alphaproteobacteria
S004536458	Proteobacteria	Alphaproteobacteria
S000096602	Proteobacteria	Alphaproteobacteria
S000147114	Proteobacteria	Alphaproteobacteria
S000147463	Proteobacteria	Alphaproteobacteria
S000392271	Proteobacteria	Alphaproteobacteria
S000387010	Proteobacteria	Alphaproteobacteria
S000399376	Proteobacteria	Alphaproteobacteria
S000610481	Proteobacteria	Alphaproteobacteria
S000651485	Proteobacteria	Alphaproteobacteria
S000750372	Proteobacteria	Alphaproteobacteria
S000981512	Proteobacteria	Alphaproteobacteria
S001168793	Proteobacteria	Alphaproteobacteria
S001168813	Proteobacteria	Alphaproteobacteria
S001573859	Proteobacteria	Alphaproteobacteria
S001744928	Proteobacteria	Alphaproteobacteria
S003279342	Proteobacteria	Alphaproteobacteria
S003304347	Proteobacteria	Alphaproteobacteria
S003304367	Proteobacteria	Alphaproteobacteria
S003304371	Proteobacteria	Alphaproteobacteria
S003611269	Proteobacteria	Alphaproteobacteria
S003806248	Proteobacteria	Alphaproteobacteria
S004048747	Proteobacteria	Alphaproteobacteria
S004053966	Proteobacteria	Alphaproteobacteria
S004227344	Proteobacteria	Alphaproteobacteria
S004258738	Proteobacteria	Alphaproteobacteria
S000429010	Proteobacteria	Alphaproteobacteria
S002913915	Proteobacteria	Alphaproteobacteria
S003279754	Proteobacteria	Alphaproteobacteria
S001588934	Proteobacteria	Alphaproteobacteria
S001285570	Proteobacteria	Alphaproteobacteria
S000702049	Proteobacteria	Alphaproteobacteria
S002236159	Proteobacteria	Alphaproteobacteria
S003288960	Proteobacteria	Alphaproteobacteria
S003941367	Proteobacteria	Alphaproteobacteria
S004457937	Proteobacteria	Alphaproteobacteria
S000712893	Proteobacteria	Alphaproteobacteria
S000100860	Proteobacteria	Alphaproteobacteria
S000366464	Proteobacteria	Alphaproteobacteria
S000390136	Proteobacteria	Alphaproteobacteria
S000404019	Proteobacteria	Alphaproteobacteria
S000629733	Proteobacteria	Alphaproteobacteria
S001098203	Proteobacteria	Alphaproteobacteria
S001152678	Proteobacteria	Alphaproteobacteria
S001187926	Proteobacteria	Alphaproteobacteria
S001187933	Proteobacteria	Alphaproteobacteria
S001549304	Proteobacteria	Alphaproteobacteria
S001550194	Proteobacteria	Alphaproteobacteria
S002156318	Proteobacteria	Alphaproteobacteria
S002410959	Proteobacteria	Alphaproteobacteria
S003263556	Proteobacteria	Alphaproteobacteria
S003284901	Proteobacteria	Alphaproteobacteria
S003284868	Proteobacteria	Alphaproteobacteria
S003288849	Proteobacteria	Alphaproteobacteria
S003315125	Proteobacteria	Alphaproteobacteria
S003615065	Proteobacteria	Alphaproteobacteria
S003639147	Proteobacteria	Alphaproteobacteria
S003638729	Proteobacteria	Alphaproteobacteria
S003639130	Proteobacteria	Alphaproteobacteria
S003639866	Proteobacteria	Alphaproteobacteria
S003640240	Proteobacteria	Alphaproteobacteria
S003641366	Proteobacteria	Alphaproteobacteria
S003805769	Proteobacteria	Alphaproteobacteria
S003942172	Proteobacteria	Alphaproteobacteria
S004087444	Proteobacteria	Alphaproteobacteria
S004213486	Proteobacteria	Alphaproteobacteria
S004219923	Proteobacteria	Alphaproteobacteria
S004226694	Proteobacteria	Alphaproteobacteria
S004458159	Proteobacteria	Alphaproteobacteria
S004480175	Proteobacteria	Alphaproteobacteria
S004481467	Proteobacteria	Alphaproteobacteria
S004474784	Proteobacteria	Alphaproteobacteria
S004535122	Proteobacteria	Alphaproteobacteria
S000027204	Proteobacteria	Alphaproteobacteria
S000271111	Proteobacteria	Alphaproteobacteria
S000469308	Proteobacteria	Alphaproteobacteria
S000859857	Proteobacteria	Alphaproteobacteria
S001095502	Proteobacteria	Alphaproteobacteria
S001263311	Proteobacteria	Alphaproteobacteria
S001575248	Proteobacteria	Alphaproteobacteria
S001610741	Proteobacteria	Alphaproteobacteria
S002151609	Proteobacteria	Alphaproteobacteria
S002167792	Proteobacteria	Alphaproteobacteria
S002227271	Proteobacteria	Alphaproteobacteria
S002227262	Proteobacteria	Alphaproteobacteria
S002227269	Proteobacteria	Alphaproteobacteria
S002349928	Proteobacteria	Alphaproteobacteria
S002440633	Proteobacteria	Alphaproteobacteria
S002909901	Proteobacteria	Alphaproteobacteria
S002952995	Proteobacteria	Alphaproteobacteria
S002952998	Proteobacteria	Alphaproteobacteria
S002953004	Proteobacteria	Alphaproteobacteria
S002953002	Proteobacteria	Alphaproteobacteria
S003262975	Proteobacteria	Alphaproteobacteria
S003262400	Proteobacteria	Alphaproteobacteria
S003263975	Proteobacteria	Alphaproteobacteria
S003300602	Proteobacteria	Alphaproteobacteria
S003721368	Proteobacteria	Alphaproteobacteria
S003721370	Proteobacteria	Alphaproteobacteria
S004062942	Proteobacteria	Alphaproteobacteria
S004075867	Proteobacteria	Alphaproteobacteria
S004086173	Proteobacteria	Alphaproteobacteria
S004089065	Proteobacteria	Alphaproteobacteria
S004089089	Proteobacteria	Alphaproteobacteria
S004216274	Proteobacteria	Alphaproteobacteria
S004263640	Proteobacteria	Alphaproteobacteria
S004462297	Proteobacteria	Alphaproteobacteria
S004485367	Proteobacteria	Alphaproteobacteria
S004485364	Proteobacteria	Alphaproteobacteria
S004531868	Proteobacteria	Alphaproteobacteria
S000702040	Proteobacteria	Alphaproteobacteria
S000871186	Proteobacteria	Alphaproteobacteria
S000871178	Proteobacteria	Alphaproteobacteria
S000871191	Proteobacteria	Alphaproteobacteria
S001418002	Proteobacteria	Alphaproteobacteria
S002355513	Proteobacteria	Alphaproteobacteria
S003588815	Proteobacteria	Alphaproteobacteria
S003805071	Proteobacteria	Alphaproteobacteria
S004045335	Proteobacteria	Alphaproteobacteria
S001019497	Proteobacteria	Alphaproteobacteria
S000413726	Proteobacteria	Alphaproteobacteria
S000334757	Proteobacteria	Alphaproteobacteria
S000968882	Proteobacteria	Alphaproteobacteria
S000650573	Proteobacteria	Alphaproteobacteria
S001793912	Proteobacteria	Alphaproteobacteria
S001872108	Proteobacteria	Alphaproteobacteria
S002354907	Proteobacteria	Alphaproteobacteria
S003262972	Proteobacteria	Alphaproteobacteria
S003263904	Proteobacteria	Alphaproteobacteria
S003263915	Proteobacteria	Alphaproteobacteria
S003263930	Proteobacteria	Alphaproteobacteria
S003263963	Proteobacteria	Alphaproteobacteria
S003263973	Proteobacteria	Alphaproteobacteria
S004081469	Proteobacteria	Alphaproteobacteria
S004454539	Proteobacteria	Alphaproteobacteria
S004532265	Proteobacteria	Alphaproteobacteria
S000414109	Proteobacteria	Alphaproteobacteria
S000429050	Proteobacteria	Alphaproteobacteria
S002236331	Proteobacteria	Alphaproteobacteria
S000439634	Proteobacteria	Alphaproteobacteria
S000439660	Proteobacteria	Alphaproteobacteria
S001350706	Proteobacteria	Alphaproteobacteria
S002153979	Proteobacteria	Alphaproteobacteria
S003263937	Proteobacteria	Alphaproteobacteria
S003263952	Proteobacteria	Alphaproteobacteria
S004065593	Proteobacteria	Alphaproteobacteria
S004126541	Proteobacteria	Alphaproteobacteria
S004490705	Proteobacteria	Alphaproteobacteria
S004502236	Proteobacteria	Alphaproteobacteria
S000730448	Proteobacteria	Alphaproteobacteria
S001094366	Proteobacteria	Alphaproteobacteria
S001744392	Proteobacteria	Alphaproteobacteria
S003305660	Proteobacteria	Alphaproteobacteria
S003747957	Proteobacteria	Alphaproteobacteria
S003721420	Proteobacteria	Alphaproteobacteria
S004049996	Proteobacteria	Alphaproteobacteria
S004055627	Proteobacteria	Alphaproteobacteria
S004084839	Proteobacteria	Alphaproteobacteria
S000020699	Proteobacteria	Alphaproteobacteria
S000387320	Proteobacteria	Alphaproteobacteria
S000496319	Proteobacteria	Alphaproteobacteria
S002225449	Proteobacteria	Alphaproteobacteria
S002304427	Proteobacteria	Alphaproteobacteria
S002449060	Proteobacteria	Alphaproteobacteria
S002953049	Proteobacteria	Alphaproteobacteria
S003262567	Proteobacteria	Alphaproteobacteria
S003281363	Proteobacteria	Alphaproteobacteria
S003610372	Proteobacteria	Alphaproteobacteria
S003610371	Proteobacteria	Alphaproteobacteria
S003920167	Proteobacteria	Alphaproteobacteria
S004053057	Proteobacteria	Alphaproteobacteria
S004007763	Proteobacteria	Alphaproteobacteria
S004007773	Proteobacteria	Alphaproteobacteria
S004007792	Proteobacteria	Alphaproteobacteria
S004079431	Proteobacteria	Alphaproteobacteria
S004079896	Proteobacteria	Alphaproteobacteria
S002169072	Proteobacteria	Alphaproteobacteria
S004044044	Proteobacteria	Alphaproteobacteria
S004079652	Proteobacteria	Alphaproteobacteria
S004079648	Proteobacteria	Alphaproteobacteria
S004531495	Proteobacteria	Alphaproteobacteria
S000005445	Proteobacteria	Alphaproteobacteria
S000026256	Proteobacteria	Alphaproteobacteria
S000357201	Proteobacteria	Alphaproteobacteria
S000722172	Proteobacteria	Alphaproteobacteria
S000892883	Proteobacteria	Alphaproteobacteria
S001152896	Proteobacteria	Alphaproteobacteria
S001572663	Proteobacteria	Alphaproteobacteria
S001793093	Proteobacteria	Alphaproteobacteria
S001872399	Proteobacteria	Alphaproteobacteria
S001872375	Proteobacteria	Alphaproteobacteria
S002157086	Proteobacteria	Alphaproteobacteria
S002222856	Proteobacteria	Alphaproteobacteria
S002222865	Proteobacteria	Alphaproteobacteria
S002229493	Proteobacteria	Alphaproteobacteria
S002222885	Proteobacteria	Alphaproteobacteria
S004065748	Proteobacteria	Alphaproteobacteria
S004067996	Proteobacteria	Alphaproteobacteria
S004217365	Proteobacteria	Alphaproteobacteria
S004463110	Proteobacteria	Alphaproteobacteria
S000395285	Proteobacteria	Alphaproteobacteria
S000395271	Proteobacteria	Alphaproteobacteria
S000892838	Proteobacteria	Alphaproteobacteria
S002339684	Proteobacteria	Alphaproteobacteria
S001045827	Proteobacteria	Alphaproteobacteria
S000543028	Proteobacteria	Alphaproteobacteria
S000728819	Proteobacteria	Alphaproteobacteria
S002447811	Proteobacteria	Alphaproteobacteria
S002447807	Proteobacteria	Alphaproteobacteria
S003262712	Proteobacteria	Alphaproteobacteria
S004091214	Proteobacteria	Alphaproteobacteria
S003640349	Proteobacteria	Alphaproteobacteria
S004493235	Proteobacteria	Alphaproteobacteria
S003716516	Proteobacteria	Alphaproteobacteria
S001187361	Proteobacteria	Alphaproteobacteria
S000721417	Proteobacteria	Alphaproteobacteria
S000891225	Proteobacteria	Alphaproteobacteria
S000508764	Proteobacteria	Alphaproteobacteria
S000616010	Proteobacteria	Alphaproteobacteria
S001014095	Proteobacteria	Alphaproteobacteria
S001045310	Proteobacteria	Alphaproteobacteria
S001079059	Proteobacteria	Alphaproteobacteria
S001047400	Proteobacteria	Alphaproteobacteria
S001099364	Proteobacteria	Alphaproteobacteria
S001152685	Proteobacteria	Alphaproteobacteria
S001156258	Proteobacteria	Alphaproteobacteria
S001169017	Proteobacteria	Alphaproteobacteria
S001910604	Proteobacteria	Alphaproteobacteria
S001793841	Proteobacteria	Alphaproteobacteria
S002352102	Proteobacteria	Alphaproteobacteria
S003283768	Proteobacteria	Alphaproteobacteria
S004080191	Proteobacteria	Alphaproteobacteria
S004495980	Proteobacteria	Alphaproteobacteria
S004540076	Proteobacteria	Alphaproteobacteria
S001574094	Proteobacteria	Alphaproteobacteria
S002957867	Proteobacteria	Alphaproteobacteria
S003769181	Proteobacteria	Alphaproteobacteria
S001743982	Proteobacteria	Alphaproteobacteria
S003640316	Proteobacteria	Alphaproteobacteria
S004532290	Proteobacteria	Alphaproteobacteria
S000403480	Proteobacteria	Alphaproteobacteria
S004499723	Proteobacteria	Alphaproteobacteria
S000496165	Proteobacteria	Alphaproteobacteria
S002909692	Proteobacteria	Alphaproteobacteria
S002909693	Proteobacteria	Alphaproteobacteria
S002909688	Proteobacteria	Alphaproteobacteria
S000130179	Proteobacteria	Alphaproteobacteria
S000129596	Proteobacteria	Alphaproteobacteria
S000350926	Proteobacteria	Alphaproteobacteria
S000388714	Proteobacteria	Alphaproteobacteria
S000390727	Proteobacteria	Alphaproteobacteria
S000392834	Proteobacteria	Alphaproteobacteria
S000393018	Proteobacteria	Alphaproteobacteria
S000412784	Proteobacteria	Alphaproteobacteria
S000436977	Proteobacteria	Alphaproteobacteria
S000437630	Proteobacteria	Alphaproteobacteria
S000437406	Proteobacteria	Alphaproteobacteria
S000438518	Proteobacteria	Alphaproteobacteria
S000438523	Proteobacteria	Alphaproteobacteria
S000530598	Proteobacteria	Alphaproteobacteria
S000539494	Proteobacteria	Alphaproteobacteria
S000618444	Proteobacteria	Alphaproteobacteria
S000642086	Proteobacteria	Alphaproteobacteria
S000775936	Proteobacteria	Alphaproteobacteria
S001045978	Proteobacteria	Alphaproteobacteria
S001169504	Proteobacteria	Alphaproteobacteria
S001793961	Proteobacteria	Alphaproteobacteria
S001795860	Proteobacteria	Alphaproteobacteria
S002034847	Proteobacteria	Alphaproteobacteria
S002035769	Proteobacteria	Alphaproteobacteria
S002166654	Proteobacteria	Alphaproteobacteria
S002202920	Proteobacteria	Alphaproteobacteria
S002225615	Proteobacteria	Alphaproteobacteria
S002229525	Proteobacteria	Alphaproteobacteria
S002352877	Proteobacteria	Alphaproteobacteria
S002352883	Proteobacteria	Alphaproteobacteria
S002440588	Proteobacteria	Alphaproteobacteria
S002906970	Proteobacteria	Alphaproteobacteria
S002955933	Proteobacteria	Alphaproteobacteria
S002955937	Proteobacteria	Alphaproteobacteria
S002955953	Proteobacteria	Alphaproteobacteria
S002955952	Proteobacteria	Alphaproteobacteria
S002955949	Proteobacteria	Alphaproteobacteria
S003205863	Proteobacteria	Alphaproteobacteria
S003234220	Proteobacteria	Alphaproteobacteria
S003288483	Proteobacteria	Alphaproteobacteria
S003313372	Proteobacteria	Alphaproteobacteria
S003553539	Proteobacteria	Alphaproteobacteria
S003587753	Proteobacteria	Alphaproteobacteria
S003619262	Proteobacteria	Alphaproteobacteria
S003659812	Proteobacteria	Alphaproteobacteria
S003659813	Proteobacteria	Alphaproteobacteria
S003658507	Proteobacteria	Alphaproteobacteria
S003718743	Proteobacteria	Alphaproteobacteria
S003717755	Proteobacteria	Alphaproteobacteria
S003752249	Proteobacteria	Alphaproteobacteria
S003927373	Proteobacteria	Alphaproteobacteria
S004005790	Proteobacteria	Alphaproteobacteria
S003988429	Proteobacteria	Alphaproteobacteria
S004055883	Proteobacteria	Alphaproteobacteria
S004200675	Proteobacteria	Alphaproteobacteria
S004217943	Proteobacteria	Alphaproteobacteria
S004480182	Proteobacteria	Alphaproteobacteria
S004481423	Proteobacteria	Alphaproteobacteria
S004532468	Proteobacteria	Alphaproteobacteria
S004531231	Proteobacteria	Alphaproteobacteria
S000007621	Proteobacteria	Alphaproteobacteria
S000007193	Proteobacteria	Alphaproteobacteria
S000393518	Proteobacteria	Alphaproteobacteria
S000650215	Proteobacteria	Alphaproteobacteria
S000805397	Proteobacteria	Alphaproteobacteria
S001448156	Proteobacteria	Alphaproteobacteria
S003612205	Proteobacteria	Alphaproteobacteria
S003513131	Proteobacteria	Alphaproteobacteria
S004434782	Proteobacteria	Alphaproteobacteria
S004592923	Proteobacteria	Alphaproteobacteria
S000025982	Proteobacteria	Alphaproteobacteria
S000701687	Proteobacteria	Alphaproteobacteria
S000750217	Proteobacteria	Alphaproteobacteria
S000750216	Proteobacteria	Alphaproteobacteria
S000750211	Proteobacteria	Alphaproteobacteria
S000824435	Proteobacteria	Alphaproteobacteria
S002155694	Proteobacteria	Alphaproteobacteria
S002955843	Proteobacteria	Alphaproteobacteria
S002953085	Proteobacteria	Alphaproteobacteria
S004227251	Proteobacteria	Alphaproteobacteria
S004227263	Proteobacteria	Alphaproteobacteria
S000413800	Proteobacteria	Alphaproteobacteria
S000437117	Proteobacteria	Alphaproteobacteria
S000437120	Proteobacteria	Alphaproteobacteria
S000651079	Proteobacteria	Alphaproteobacteria
S000634865	Proteobacteria	Alphaproteobacteria
S000653197	Proteobacteria	Alphaproteobacteria
S000981588	Proteobacteria	Alphaproteobacteria
S001351078	Proteobacteria	Alphaproteobacteria
S001351080	Proteobacteria	Alphaproteobacteria
S001589337	Proteobacteria	Alphaproteobacteria
S002289188	Proteobacteria	Alphaproteobacteria
S002440649	Proteobacteria	Alphaproteobacteria
S002440654	Proteobacteria	Alphaproteobacteria
S003288406	Proteobacteria	Alphaproteobacteria
S003315666	Proteobacteria	Alphaproteobacteria
S004065149	Proteobacteria	Alphaproteobacteria
S004217530	Proteobacteria	Alphaproteobacteria
S004524615	Proteobacteria	Alphaproteobacteria
S004537228	Proteobacteria	Alphaproteobacteria
